# ID,Predicted
6.300000000000000000e+01,7.534695612476496329e-01
6.400000000000000000e+01,7.503333473963865741e-01
6.500000000000000000e+01,5.182136803675592152e-01
6.600000000000000000e+01,5.887181138384067758e-01
6.700000000000000000e+01,4.982783495045516875e-01
6.800000000000000000e+01,2.759816459337987027e-01
6.900000000000000000e+01,4.622364866747832868e-01
7.000000000000000000e+01,5.433190589532018722e-01
7.100000000000000000e+01,8.027095746604175908e-01
7.200000000000000000e+01,7.524332444535154485e-01
7.300000000000000000e+01,5.327323875243670237e-01
7.400000000000000000e+01,2.518835765751317179e-01
7.500000000000000000e+01,6.668303495817301529e-01
7.600000000000000000e+01,4.972294099779117627e-01
7.700000000000000000e+01,4.942547605408070255e-01
7.800000000000000000e+01,5.464932298134612676e-01
7.900000000000000000e+01,2.777525180849693132e-01
8.000000000000000000e+01,5.427006159921782258e-01
8.100000000000000000e+01,3.802590316129249026e-01
8.200000000000000000e+01,5.070421859651408347e-01
8.300000000000000000e+01,8.433759356093526449e-01
8.400000000000000000e+01,4.552321301243468232e-01
8.500000000000000000e+01,6.324996381247517396e-01
8.600000000000000000e+01,5.006337843311300384e-01
8.700000000000000000e+01,4.962442308082961606e-01
8.800000000000000000e+01,4.490922962326704959e-01
8.900000000000000000e+01,8.046838452133919795e-01
9.000000000000000000e+01,5.358685035344812331e-01
9.100000000000000000e+01,7.798178707788803177e-01
9.200000000000000000e+01,5.308480471373495657e-01
9.300000000000000000e+01,4.185782074270377184e-01
9.400000000000000000e+01,7.558227655339370132e-01
9.500000000000000000e+01,4.434096941319771168e-01
9.600000000000000000e+01,3.209278932963855469e-01
9.700000000000000000e+01,4.809627756136848897e-01
9.800000000000000000e+01,8.070238894363417348e-01
9.900000000000000000e+01,4.357882094016394259e-01
1.000000000000000000e+02,5.145993546276939057e-01
1.010000000000000000e+02,4.931095589647627730e-01
1.020000000000000000e+02,3.368984916803159924e-01
1.030000000000000000e+02,5.275671003244625235e-01
1.040000000000000000e+02,5.270750952239803278e-01
1.050000000000000000e+02,4.530049846334475161e-01
1.060000000000000000e+02,3.283613738485371969e-01
1.070000000000000000e+02,4.541595072886339124e-01
1.080000000000000000e+02,4.100877005100899697e-01
1.090000000000000000e+02,5.367427567498836982e-01
1.100000000000000000e+02,3.130843122793990352e-01
1.110000000000000000e+02,5.374139804083681859e-01
1.120000000000000000e+02,3.445055128937301592e-01
1.130000000000000000e+02,4.964747459590211909e-01
1.140000000000000000e+02,4.766824515070445800e-01
1.150000000000000000e+02,4.384914652461507356e-01
1.160000000000000000e+02,4.963495771401319478e-01
1.170000000000000000e+02,5.708219985094542537e-01
1.180000000000000000e+02,2.653240908301742196e-01
1.190000000000000000e+02,3.061006261942744167e-01
1.200000000000000000e+02,2.790364793283032219e-01
1.210000000000000000e+02,8.199737620313366504e-01
1.220000000000000000e+02,4.165410751794591526e-01
1.230000000000000000e+02,3.974745953847343416e-01
1.240000000000000000e+02,4.740754365697270045e-01
1.250000000000000000e+02,3.321424491994637296e-01
1.260000000000000000e+02,5.563668539928597889e-01
1.270000000000000000e+02,5.871476022700898856e-01
1.280000000000000000e+02,5.586281239373195318e-01
1.290000000000000000e+02,5.884799636283613022e-01
1.300000000000000000e+02,3.203243817506766233e-01
1.310000000000000000e+02,7.660244605701715948e-01
1.320000000000000000e+02,4.210480971036433817e-01
1.330000000000000000e+02,5.217061392431525668e-01
1.340000000000000000e+02,4.179188854707796552e-01
1.350000000000000000e+02,5.785048278882216621e-01
1.360000000000000000e+02,4.243438194483256654e-01
1.370000000000000000e+02,3.307401936292534983e-01
1.380000000000000000e+02,5.192781605445163651e-01
1.390000000000000000e+02,5.144751661194559844e-01
1.400000000000000000e+02,5.519078978042343264e-01
1.410000000000000000e+02,4.867484915921995725e-01
1.420000000000000000e+02,5.515315017429527344e-01
1.430000000000000000e+02,8.263777213892709028e-01
1.440000000000000000e+02,8.511672695379433051e-01
1.450000000000000000e+02,5.310239661437735625e-01
1.460000000000000000e+02,4.542660843984793750e-01
1.470000000000000000e+02,4.815917129993097512e-01
1.480000000000000000e+02,5.037193592505757600e-01
1.490000000000000000e+02,3.139672117883915980e-01
1.500000000000000000e+02,3.301382965221044130e-01
1.510000000000000000e+02,7.591844470476040163e-01
1.520000000000000000e+02,3.876126365112494976e-01
1.530000000000000000e+02,3.781445345349200848e-01
1.540000000000000000e+02,4.439705387843096429e-01
1.550000000000000000e+02,5.516834097848843932e-01
1.560000000000000000e+02,4.632254485335102756e-01
1.570000000000000000e+02,5.145734337569863870e-01
1.580000000000000000e+02,4.553712943962552329e-01
1.590000000000000000e+02,3.781095575679785381e-01
1.600000000000000000e+02,4.239859247061862346e-01
1.610000000000000000e+02,5.128086733316137291e-01
1.620000000000000000e+02,5.260000064046262969e-01
1.630000000000000000e+02,3.346564476816158429e-01
1.640000000000000000e+02,3.981975176857510124e-01
1.650000000000000000e+02,5.192781605445163651e-01
1.660000000000000000e+02,3.459641133553152947e-01
1.670000000000000000e+02,4.328573313505216791e-01
1.680000000000000000e+02,7.493414737717123408e-01
1.690000000000000000e+02,4.373160594308736493e-01
1.700000000000000000e+02,4.574820923965829400e-01
1.710000000000000000e+02,5.467017756258182315e-01
1.720000000000000000e+02,6.284414292568503146e-01
1.730000000000000000e+02,5.315071260519690366e-01
1.740000000000000000e+02,4.121388290627456263e-01
1.750000000000000000e+02,5.422221917109577571e-01
1.760000000000000000e+02,3.423394755398676548e-01
1.770000000000000000e+02,3.119618240813606946e-01
1.780000000000000000e+02,5.651217969039687983e-01
1.790000000000000000e+02,5.566729260424287951e-01
1.800000000000000000e+02,4.547730886488636215e-01
1.810000000000000000e+02,4.996737090703238238e-01
1.820000000000000000e+02,6.934064893574931610e-01
1.830000000000000000e+02,5.058468899121605356e-01
1.840000000000000000e+02,3.979056642266294297e-01
1.850000000000000000e+02,5.072895173586563500e-01
1.860000000000000000e+02,5.235729928627520513e-01
1.870000000000000000e+02,4.957101026669269439e-01
1.880000000000000000e+02,5.857299641779717403e-01
1.890000000000000000e+02,5.351688127281346574e-01
1.900000000000000000e+02,5.915916271408520055e-01
1.910000000000000000e+02,4.245503938922841614e-01
1.920000000000000000e+02,5.626103631895331691e-01
1.930000000000000000e+02,4.465131189288786828e-01
1.940000000000000000e+02,3.561750125166954217e-01
1.950000000000000000e+02,3.451021738730925548e-01
1.960000000000000000e+02,5.135563598309018651e-01
1.970000000000000000e+02,4.486327753471276436e-01
1.980000000000000000e+02,3.550599100018243526e-01
1.990000000000000000e+02,2.631022142774085415e-01
2.000000000000000000e+02,4.273220449139119581e-01
2.010000000000000000e+02,3.314181204011907300e-01
2.020000000000000000e+02,4.157125736779356262e-01
2.030000000000000000e+02,4.693510811277182837e-01
2.040000000000000000e+02,5.872031898487014567e-01
2.050000000000000000e+02,4.807315670655822326e-01
2.060000000000000000e+02,3.606091781635458737e-01
2.070000000000000000e+02,5.532906338470497953e-01
2.080000000000000000e+02,7.235189994630711885e-01
2.090000000000000000e+02,5.410681905270373626e-01
2.100000000000000000e+02,4.203860204146175894e-01
2.110000000000000000e+02,5.521721143412980926e-01
2.120000000000000000e+02,4.613845474699194149e-01
2.130000000000000000e+02,5.185154230443713708e-01
2.140000000000000000e+02,4.554847131227677259e-01
2.150000000000000000e+02,5.666543888624002712e-01
2.160000000000000000e+02,5.097088610688951249e-01
2.170000000000000000e+02,5.412272937697584219e-01
2.180000000000000000e+02,5.389906482244249952e-01
2.190000000000000000e+02,4.403299304536551495e-01
2.200000000000000000e+02,2.911555710708390032e-01
2.210000000000000000e+02,5.162344337715315534e-01
2.220000000000000000e+02,4.034164590496670533e-01
2.230000000000000000e+02,4.065721895546114961e-01
2.240000000000000000e+02,4.791072616766174352e-01
2.250000000000000000e+02,5.185894446609526920e-01
2.260000000000000000e+02,5.163481732528061308e-01
2.270000000000000000e+02,7.569979317520133533e-01
2.280000000000000000e+02,5.556973913553643341e-01
2.290000000000000000e+02,4.056635262458505031e-01
2.300000000000000000e+02,3.033686414105522533e-01
2.310000000000000000e+02,3.466011066858927792e-01
2.320000000000000000e+02,4.933058381150947636e-01
2.330000000000000000e+02,4.056109182684292658e-01
2.340000000000000000e+02,3.495525657022217625e-01
2.350000000000000000e+02,3.951680445700087585e-01
2.360000000000000000e+02,5.492517561599060683e-01
2.370000000000000000e+02,3.727579013942213249e-01
2.380000000000000000e+02,5.036773840413384384e-01
2.390000000000000000e+02,3.946094040444159123e-01
2.400000000000000000e+02,4.683702108172484446e-01
2.410000000000000000e+02,4.791782391405377539e-01
2.420000000000000000e+02,3.506107421914957945e-01
2.430000000000000000e+02,3.287998267262388641e-01
2.440000000000000000e+02,4.419952943473369200e-01
2.450000000000000000e+02,4.413818676663138763e-01
2.460000000000000000e+02,5.031354045537361763e-01
2.470000000000000000e+02,4.950642835178752921e-01
2.480000000000000000e+02,5.781153467287145631e-01
2.490000000000000000e+02,3.734005305641873718e-01
2.500000000000000000e+02,7.954515453484298781e-01
2.510000000000000000e+02,5.546428124727279529e-01
2.520000000000000000e+02,5.062858493869697440e-01
2.530000000000000000e+02,3.221629259483367314e-01
2.540000000000000000e+02,5.377655202049286265e-01
2.550000000000000000e+02,5.274800707000816269e-01
2.560000000000000000e+02,5.442314788398077141e-01
2.570000000000000000e+02,5.199505067420737703e-01
2.580000000000000000e+02,5.450833055072815680e-01
2.590000000000000000e+02,4.593065716442472080e-01
2.600000000000000000e+02,2.605762407304596517e-01
2.610000000000000000e+02,2.870961492266222992e-01
2.620000000000000000e+02,4.215107207117734789e-01
2.630000000000000000e+02,8.635248247704833124e-01
2.640000000000000000e+02,4.864492395841717998e-01
2.650000000000000000e+02,5.103593231558011256e-01
2.660000000000000000e+02,4.605958056581295201e-01
2.670000000000000000e+02,5.960982357601889436e-01
2.680000000000000000e+02,4.573978755305722066e-01
2.690000000000000000e+02,5.192781605445163651e-01
2.700000000000000000e+02,5.321150899951194724e-01
2.710000000000000000e+02,5.700261214749806626e-01
2.720000000000000000e+02,3.689042158658592530e-01
2.730000000000000000e+02,4.795321796689321903e-01
2.740000000000000000e+02,5.569104826410397058e-01
2.750000000000000000e+02,4.236006296806099636e-01
2.760000000000000000e+02,3.656072388192802003e-01
2.770000000000000000e+02,3.110120976987270636e-01
2.780000000000000000e+02,7.188015344754795644e-01
2.790000000000000000e+02,3.495253212229457729e-01
2.800000000000000000e+02,7.819553142514736876e-01
2.810000000000000000e+02,5.592702414085981566e-01
2.820000000000000000e+02,8.308238526354820852e-01
2.830000000000000000e+02,5.692221134176976838e-01
2.840000000000000000e+02,5.078063368635445940e-01
2.850000000000000000e+02,5.414829985993374617e-01
2.860000000000000000e+02,5.505123079629588023e-01
2.870000000000000000e+02,4.580482394018017267e-01
2.880000000000000000e+02,8.609532409109310613e-01
2.890000000000000000e+02,4.796726181617036455e-01
2.900000000000000000e+02,5.644886151270062102e-01
2.910000000000000000e+02,4.112303912648394011e-01
2.920000000000000000e+02,7.708560579484177167e-01
2.930000000000000000e+02,4.178064129921761904e-01
2.940000000000000000e+02,3.401445844453888645e-01
2.950000000000000000e+02,4.752551922945574825e-01
2.960000000000000000e+02,3.427196159389890306e-01
2.970000000000000000e+02,3.605770709085164283e-01
2.980000000000000000e+02,4.413216110961699634e-01
2.990000000000000000e+02,4.785196743090412985e-01
3.000000000000000000e+02,4.635532848619570157e-01
3.010000000000000000e+02,4.988805790354683967e-01
3.020000000000000000e+02,3.715580393077475008e-01
3.030000000000000000e+02,4.155395547931267641e-01
3.040000000000000000e+02,4.745419526983083447e-01
3.050000000000000000e+02,5.072356894092943103e-01
3.060000000000000000e+02,5.188654829940909652e-01
3.070000000000000000e+02,4.532584273309418488e-01
3.080000000000000000e+02,3.209030628847487909e-01
3.090000000000000000e+02,5.353024545039055671e-01
3.100000000000000000e+02,5.339398547685347829e-01
3.110000000000000000e+02,4.092571035505075949e-01
3.120000000000000000e+02,8.291430742635776951e-01
3.130000000000000000e+02,4.032455681742170284e-01
3.140000000000000000e+02,5.569067358002772750e-01
3.150000000000000000e+02,4.898631692804177873e-01
3.160000000000000000e+02,4.949197571735358125e-01
3.170000000000000000e+02,5.340076587887323534e-01
3.180000000000000000e+02,4.752751436094923565e-01
3.190000000000000000e+02,3.446344212087971148e-01
3.200000000000000000e+02,3.062225488645725635e-01
3.210000000000000000e+02,8.462619249592528980e-01
3.220000000000000000e+02,3.647194749087966925e-01
3.230000000000000000e+02,2.746628588336397225e-01
3.240000000000000000e+02,5.572420447216261952e-01
3.250000000000000000e+02,5.896037674556861008e-01
3.260000000000000000e+02,4.387826354859264977e-01
3.270000000000000000e+02,4.571354105195294948e-01
3.280000000000000000e+02,3.451929645808015645e-01
3.290000000000000000e+02,5.003354185206828619e-01
3.300000000000000000e+02,3.895682637185390873e-01
3.310000000000000000e+02,5.178534297202311842e-01
3.320000000000000000e+02,3.665779640383269866e-01
3.330000000000000000e+02,3.927195136802715258e-01
3.340000000000000000e+02,7.836962555405299069e-01
3.350000000000000000e+02,5.279305903980290315e-01
3.360000000000000000e+02,4.502462939940389264e-01
3.370000000000000000e+02,4.726772965159943829e-01
3.380000000000000000e+02,5.631075283521920216e-01
3.390000000000000000e+02,4.751960956957166915e-01
3.400000000000000000e+02,4.951890232669628467e-01
3.410000000000000000e+02,5.029642923066511839e-01
3.420000000000000000e+02,4.881031614403218422e-01
3.430000000000000000e+02,3.703279786924478234e-01
3.440000000000000000e+02,8.237279704673706737e-01
3.450000000000000000e+02,5.274480780895551835e-01
3.460000000000000000e+02,5.098099307027100791e-01
3.470000000000000000e+02,2.934385368169879493e-01
3.480000000000000000e+02,4.011269288974028679e-01
3.490000000000000000e+02,4.099699009142790396e-01
3.500000000000000000e+02,7.343493301105952220e-01
3.510000000000000000e+02,4.881874216100965946e-01
3.520000000000000000e+02,5.214655134292632832e-01
3.530000000000000000e+02,5.151790711462094219e-01
3.540000000000000000e+02,5.689700642000659059e-01
3.550000000000000000e+02,5.584568431695816626e-01
3.560000000000000000e+02,4.982013183981496285e-01
3.570000000000000000e+02,3.615383030719556690e-01
3.580000000000000000e+02,5.181740104458797402e-01
3.590000000000000000e+02,4.300762420073627190e-01
3.600000000000000000e+02,3.042557135724591744e-01
3.610000000000000000e+02,6.141566061759035078e-01
3.620000000000000000e+02,4.572105858993985028e-01
3.630000000000000000e+02,5.527402562679246678e-01
3.640000000000000000e+02,3.262342325250486286e-01
3.650000000000000000e+02,5.531662170075710705e-01
3.660000000000000000e+02,5.089260779560434989e-01
3.670000000000000000e+02,7.317509696365475103e-01
3.680000000000000000e+02,4.583621445610474021e-01
3.690000000000000000e+02,3.255041945505760537e-01
3.700000000000000000e+02,3.931242699310395494e-01
3.710000000000000000e+02,6.322296728774642327e-01
3.720000000000000000e+02,4.132596347727568453e-01
3.730000000000000000e+02,5.076310661266213442e-01
3.740000000000000000e+02,8.211324309763728957e-01
3.750000000000000000e+02,4.797927036981625704e-01
3.760000000000000000e+02,4.961814472933118725e-01
3.770000000000000000e+02,4.320876338108133319e-01
3.780000000000000000e+02,5.060152636479652299e-01
3.790000000000000000e+02,4.669092322883178769e-01
3.800000000000000000e+02,5.712741886619617793e-01
3.810000000000000000e+02,3.705225604236328518e-01
3.820000000000000000e+02,4.584541595362501276e-01
3.830000000000000000e+02,5.282572606849832431e-01
3.840000000000000000e+02,4.552539556644477070e-01
3.850000000000000000e+02,3.761669832635156085e-01
3.860000000000000000e+02,4.110108195952756338e-01
3.870000000000000000e+02,5.391865501669593774e-01
3.880000000000000000e+02,6.821267484052840890e-01
3.890000000000000000e+02,4.097122588528028242e-01
3.900000000000000000e+02,8.777298761287372075e-01
3.910000000000000000e+02,4.929203030685289644e-01
3.920000000000000000e+02,5.038302173548082630e-01
3.930000000000000000e+02,4.364454867887970768e-01
3.940000000000000000e+02,5.111413947628906662e-01
3.950000000000000000e+02,5.482997562384320789e-01
3.960000000000000000e+02,4.486357262346142849e-01
3.970000000000000000e+02,4.026143083200073303e-01
3.980000000000000000e+02,5.552658764518918488e-01
3.990000000000000000e+02,7.388271394959217142e-01
4.000000000000000000e+02,5.275374612977319355e-01
4.010000000000000000e+02,4.567688804987553031e-01
4.020000000000000000e+02,5.250939973678966366e-01
4.030000000000000000e+02,5.583187270057315965e-01
4.040000000000000000e+02,3.122251973380777978e-01
4.050000000000000000e+02,4.589435217220195762e-01
4.060000000000000000e+02,3.505202191982997317e-01
4.070000000000000000e+02,4.419996887511971617e-01
4.080000000000000000e+02,4.552527250457238384e-01
4.090000000000000000e+02,3.181704781606053967e-01
4.100000000000000000e+02,2.971462305641974777e-01
4.110000000000000000e+02,5.987829711002420341e-01
4.120000000000000000e+02,4.544945529529733630e-01
4.130000000000000000e+02,5.256527884987971522e-01
4.140000000000000000e+02,3.091865670678911604e-01
4.150000000000000000e+02,3.788204139599403719e-01
4.160000000000000000e+02,4.480216673565232122e-01
4.170000000000000000e+02,7.163164436177301697e-01
4.180000000000000000e+02,5.215798085755597446e-01
4.190000000000000000e+02,3.764127577001679104e-01
4.200000000000000000e+02,5.155021021978511975e-01
4.210000000000000000e+02,4.475227130530953223e-01
4.220000000000000000e+02,3.170157929052292434e-01
4.230000000000000000e+02,5.221134145032833018e-01
4.240000000000000000e+02,8.176915645529141408e-01
4.250000000000000000e+02,5.891654300523427867e-01
4.260000000000000000e+02,5.048455231859392267e-01
4.270000000000000000e+02,5.838054502350228381e-01
4.280000000000000000e+02,7.906566065429210255e-01
4.290000000000000000e+02,2.757880273146070538e-01
4.300000000000000000e+02,4.679164689002598965e-01
4.310000000000000000e+02,5.309243953751289213e-01
4.320000000000000000e+02,5.781333803254189441e-01
4.330000000000000000e+02,2.971938693301721113e-01
4.340000000000000000e+02,8.273039422815147148e-01
4.350000000000000000e+02,5.070067653850280909e-01
4.360000000000000000e+02,4.687153796202390144e-01
4.370000000000000000e+02,4.797346642870828348e-01
4.380000000000000000e+02,4.299537525914440272e-01
4.390000000000000000e+02,2.823081201252171657e-01
4.400000000000000000e+02,7.299598662484386713e-01
4.410000000000000000e+02,5.469497013116546569e-01
4.420000000000000000e+02,3.973367042224566492e-01
4.430000000000000000e+02,3.008345952828632708e-01
4.440000000000000000e+02,5.703315232030561344e-01
4.450000000000000000e+02,5.269416356064297036e-01
4.460000000000000000e+02,5.851169462868607285e-01
4.470000000000000000e+02,2.902800847199519252e-01
4.480000000000000000e+02,4.639280771791232105e-01
4.490000000000000000e+02,7.440844691643669906e-01
4.500000000000000000e+02,3.136199166186132148e-01
4.510000000000000000e+02,2.941426309367418113e-01
4.520000000000000000e+02,5.023407060329677654e-01
4.530000000000000000e+02,4.469873835714412991e-01
4.540000000000000000e+02,3.661878829000616564e-01
4.550000000000000000e+02,4.406872071567920490e-01
4.560000000000000000e+02,4.208000781416910141e-01
4.570000000000000000e+02,5.021903881876109699e-01
4.580000000000000000e+02,4.548235404422317218e-01
4.590000000000000000e+02,4.632184246227751823e-01
4.600000000000000000e+02,5.270021835771108165e-01
4.610000000000000000e+02,5.338369443493212740e-01
4.620000000000000000e+02,6.280812272348711423e-01
4.630000000000000000e+02,8.258851157248772168e-01
4.640000000000000000e+02,7.950250711369271084e-01
4.650000000000000000e+02,5.214094630383229179e-01
4.660000000000000000e+02,5.033133833854178674e-01
4.670000000000000000e+02,3.963520013069779524e-01
4.680000000000000000e+02,7.435307301744881192e-01
4.690000000000000000e+02,5.281567834203887424e-01
4.700000000000000000e+02,4.796450729481274711e-01
4.710000000000000000e+02,4.425379225588089716e-01
4.720000000000000000e+02,3.604624395876910303e-01
4.730000000000000000e+02,5.024051728591260035e-01
4.740000000000000000e+02,7.338512141669543132e-01
4.750000000000000000e+02,7.549278997938051461e-01
4.760000000000000000e+02,8.863298519582883950e-01
4.770000000000000000e+02,5.448727915917309650e-01
4.780000000000000000e+02,3.027011994059695121e-01
4.790000000000000000e+02,2.681048759588168795e-01
4.800000000000000000e+02,4.604491185092999816e-01
4.810000000000000000e+02,8.099689634893340040e-01
4.820000000000000000e+02,9.020569623859568953e-01
4.830000000000000000e+02,5.835955022811782911e-01
4.840000000000000000e+02,5.062508318783358607e-01
4.850000000000000000e+02,5.392083660531998834e-01
4.860000000000000000e+02,3.839101640897555900e-01
4.870000000000000000e+02,8.336537975039517434e-01
4.880000000000000000e+02,4.903805732516220428e-01
4.890000000000000000e+02,3.585978600516378512e-01
4.900000000000000000e+02,3.140965738573350818e-01
4.910000000000000000e+02,3.438515458713966022e-01
4.920000000000000000e+02,4.566789790798253534e-01
4.930000000000000000e+02,5.477081186957242220e-01
4.940000000000000000e+02,4.604564591346504976e-01
4.950000000000000000e+02,4.154269716172233617e-01
4.960000000000000000e+02,3.690617344373310904e-01
4.970000000000000000e+02,5.024684836477187888e-01
4.980000000000000000e+02,7.573052496501087028e-01
4.990000000000000000e+02,5.852575674894501256e-01
5.000000000000000000e+02,6.883913519758686483e-01
5.010000000000000000e+02,3.053781004831084278e-01
5.020000000000000000e+02,3.557472357831298893e-01
5.030000000000000000e+02,4.822657986389674023e-01
5.040000000000000000e+02,4.374721465141473420e-01
5.050000000000000000e+02,7.973013798029724430e-01
5.060000000000000000e+02,5.023596322535368586e-01
5.070000000000000000e+02,8.696055116402959806e-01
5.080000000000000000e+02,4.730725580945049358e-01
5.090000000000000000e+02,4.498892041806271114e-01
5.100000000000000000e+02,5.345631477934158493e-01
5.110000000000000000e+02,5.462479610369080918e-01
5.120000000000000000e+02,4.075906900783269893e-01
5.130000000000000000e+02,4.643740660742342596e-01
5.140000000000000000e+02,4.869478784832761975e-01
5.150000000000000000e+02,5.483553911765399747e-01
5.160000000000000000e+02,3.209164187022501835e-01
5.170000000000000000e+02,7.167066317261346908e-01
5.180000000000000000e+02,4.905860399661979288e-01
5.190000000000000000e+02,3.924151806449089896e-01
5.200000000000000000e+02,4.139287491130569929e-01
5.210000000000000000e+02,5.100604238571228022e-01
5.220000000000000000e+02,4.212332854894541567e-01
5.230000000000000000e+02,4.186000513262553291e-01
5.240000000000000000e+02,4.508440378164585982e-01
5.250000000000000000e+02,4.896643966292300032e-01
5.260000000000000000e+02,4.534183074604418717e-01
5.270000000000000000e+02,5.471192961097254281e-01
5.280000000000000000e+02,4.711626205715410132e-01
5.290000000000000000e+02,5.156090560253787647e-01
5.300000000000000000e+02,5.080378999505080762e-01
5.310000000000000000e+02,5.710232897883127379e-01
5.320000000000000000e+02,4.304053956023611849e-01
5.330000000000000000e+02,5.508224316275970311e-01
5.340000000000000000e+02,3.825497195525286442e-01
5.350000000000000000e+02,5.316789968124826515e-01
5.360000000000000000e+02,4.488755854509454135e-01
5.370000000000000000e+02,5.347234302390143634e-01
5.380000000000000000e+02,3.930567476988632292e-01
5.390000000000000000e+02,4.355794774311043671e-01
5.400000000000000000e+02,7.682411276859878457e-01
5.410000000000000000e+02,4.636455915797204619e-01
5.420000000000000000e+02,5.822068634439316881e-01
5.430000000000000000e+02,8.754012219378048965e-01
5.440000000000000000e+02,5.430120408011563926e-01
5.450000000000000000e+02,5.386929315074894253e-01
5.460000000000000000e+02,7.663213919689221276e-01
5.470000000000000000e+02,4.142051506896286539e-01
5.480000000000000000e+02,4.443776329046080775e-01
5.490000000000000000e+02,4.934451139850037915e-01
5.500000000000000000e+02,3.859466925461295106e-01
5.510000000000000000e+02,4.259016493495165201e-01
5.520000000000000000e+02,8.852655950418882869e-01
5.530000000000000000e+02,2.972283976713858134e-01
5.540000000000000000e+02,4.980898759510888341e-01
5.550000000000000000e+02,5.079134461970836734e-01
5.560000000000000000e+02,2.602016042822969943e-01
5.570000000000000000e+02,8.439541787681943408e-01
5.580000000000000000e+02,6.228534161294649873e-01
5.590000000000000000e+02,4.360822263299935497e-01
5.600000000000000000e+02,5.033923072637501717e-01
5.610000000000000000e+02,4.089030012629036315e-01
5.620000000000000000e+02,4.697524777078241898e-01
5.630000000000000000e+02,8.531046625069892420e-01
5.640000000000000000e+02,4.344040059922827379e-01
5.650000000000000000e+02,7.914007722104630105e-01
5.660000000000000000e+02,3.583829422423079891e-01
5.670000000000000000e+02,8.226991269618548763e-01
5.680000000000000000e+02,3.343530467753029201e-01
5.690000000000000000e+02,8.123245398182415977e-01
5.700000000000000000e+02,5.404185990708897380e-01
5.710000000000000000e+02,4.469312198472252806e-01
5.720000000000000000e+02,5.437678202386839743e-01
5.730000000000000000e+02,2.669790192948255925e-01
5.740000000000000000e+02,5.263951283839983786e-01
5.750000000000000000e+02,5.778104712593674641e-01
5.760000000000000000e+02,4.749946981789727185e-01
5.770000000000000000e+02,6.080296592669025557e-01
5.780000000000000000e+02,5.585029702558944598e-01
5.790000000000000000e+02,4.698087395899568919e-01
5.800000000000000000e+02,5.310353370567091336e-01
5.810000000000000000e+02,5.294530934869980943e-01
